,loss
0,0.06851431180657679
1,0.03168039857839046
2,0.026614346738745864
3,0.006156370976998725
4,0.0038866056987639144
5,0.003509251959685959
6,0.0034084791731360934
7,0.0033495344962678757
8,0.0032008838195461352
9,0.003088145714094337
10,0.0030179072979791537
11,0.0027945156574590026
12,0.002627348777116821
13,0.00246255502150877
14,0.002285063033282982
15,0.0022074365330234866
16,0.002033602412369876
17,0.001926508106027398
18,0.0018436703308929972
19,0.0016689993908047226
20,0.0015449104801799072
21,0.0014527940641777357
22,0.0013908721862727215
23,0.001244337016625645
24,0.0011615544679911584
25,0.0011068735512049083
26,0.001029540414754122
27,0.000997164367539283
28,0.0009548030575888521
29,0.0008947305772658515
30,0.0009266778221738203
31,0.0008280548929048516
32,0.0008255945816616869
33,0.0007865601697628562
34,0.0007924222289853597
35,0.0007856796604345464
36,0.0007448117808372223
37,0.0007259625168241806
38,0.0007049966289020019
39,0.0006913100427722474
40,0.0006670808301728726
41,0.0006295896051682153
42,0.0006395761194085494
43,0.000646703342117364
44,0.0005581926447874194
45,0.0005711221436878981
46,0.0005661156603379849
47,0.000511053195777266
48,0.0005213889657110463
49,0.0004990256691391246
50,0.00048687378931957126
51,0.0005066338005399477
52,0.0004650211578044154
53,0.0004741331846472465
54,0.0004412998439167002
55,0.00041709302345219044
56,0.00040732874157755255
57,0.00042984700729949415
58,0.0004239280824949824
59,0.0004262447817874957
60,0.00036587018949271754
61,0.00037463233404904294
62,0.0003776726694607869
63,0.00032930505457827425
64,0.0003221490005421307
65,0.0003178261434710604
66,0.00029811936844091613
67,0.000299187604881736
68,0.00030482500731340384
69,0.00027219934311011317
70,0.0002746694261344929
71,0.00027281967148010556
72,0.00027776862240199156
73,0.0002593410573595497
74,0.00025016422323197857
75,0.00024477412863801063
76,0.00023876856094959002
77,0.00022955716200005725
78,0.00022855213043190912
79,0.00022028417157891886
80,0.000206576502065916
81,0.00020148418519480674
82,0.00019708770614144927
83,0.0001876707900728021
84,0.00019375350384907657
85,0.0001929503276817977
86,0.00017307049489052943
87,0.00017541335666509912
88,0.0001645944934705672
89,0.00016461614477883722
90,0.00016241863271781337
91,0.0001707214328191055
92,0.00015131088506229904
93,0.0001505269901626814
94,0.00016135621711314225
95,0.0001510650740301959
96,0.0001556626849920211
97,0.00014786075494726774
98,0.00014329800307835572
99,0.0001410213181299178
100,0.00013589471277311327
101,0.00013478155749237634
102,0.00012696500979857123
103,0.00013273341647759875
104,0.00012826886242386877
105,0.00012459574874805636
106,0.0001278864082872632
107,0.0001238884400178267
108,0.0001245981414672346
109,0.00012097563454865297
110,0.00012636133531491854
111,0.0001211936068661867
112,0.00011518575225521502
113,0.00011264380818041377
114,0.00011271867038820777
115,0.00010580276664911079
116,0.00011289581220338897
117,0.0001078868146798496
118,0.00010765108674887294
119,9.561022450142455e-05
120,0.00010970408556125532
121,0.00010377430369689333
122,0.00010602939573487785
123,0.0001098035992438805
124,9.78437302643888e-05
125,0.00010024128813457328
126,9.137040416151541e-05
127,9.257093759320395e-05
128,9.896944532918063e-05
129,9.771418786400153e-05
130,8.906732746329481e-05
131,9.925409462237269e-05
132,9.478119083180924e-05
133,9.170175373828535e-05
134,9.073294793709439e-05
135,8.478472746504814e-05
136,8.575055339129288e-05
137,8.90238681584571e-05
138,0.00010954868560849062
139,8.409977338899393e-05
140,8.761768907741253e-05
141,8.440086840307808e-05
142,9.457293636132893e-05
143,8.313381531454516e-05
144,8.49371973686644e-05
145,8.111748095331816e-05
146,8.649580535975937e-05
147,8.543754623845115e-05
148,9.38809645090616e-05
149,7.454829194710784e-05
150,7.151026387463235e-05
151,7.921871769027734e-05
152,7.809754890801918e-05
153,7.453623854768484e-05
154,9.284058010371842e-05
155,9.175781376569877e-05
156,8.464393585371405e-05
157,7.806691684623402e-05
158,7.748319772719867e-05
159,7.440315253575918e-05
160,7.900662577766772e-05
161,7.628758124154614e-05
162,6.421099658929768e-05
163,6.697193649469361e-05
164,6.745283254635222e-05
165,7.804878163697491e-05
166,6.659471913600505e-05
167,7.263021925334566e-05
168,7.048336645754655e-05
169,7.513122489742174e-05
170,9.410354421916643e-05
171,7.77619314816988e-05
172,7.338401719932912e-05
173,6.933211101508255e-05
174,6.646736350115946e-05
175,6.229908068176293e-05
176,6.388253231503727e-05
177,6.180365881124387e-05
178,7.096463229699045e-05
179,7.832814243990746e-05
180,6.327447999677745e-05
181,6.49946121051536e-05
182,6.456433385476871e-05
183,8.771563167361917e-05
184,6.804814416241987e-05
185,6.774193394496496e-05
186,5.881669246853442e-05
187,6.927794453311978e-05
188,6.61545779948037e-05
189,6.170431853560577e-05
190,6.729395323966379e-05
191,6.187133869309007e-05
192,6.866528962622236e-05
193,5.91544426461692e-05
194,6.775249410671261e-05
195,5.399485344191798e-05
196,5.6357668524420984e-05
197,7.762029488848656e-05
198,5.6632971114455305e-05
199,6.373891650122287e-05
200,6.265073869224609e-05
201,6.727313775076958e-05
202,6.564556023685974e-05
203,6.0259034094769644e-05
204,5.576595506955744e-05
205,5.440093410411783e-05
206,5.675507022521556e-05
207,6.034610969799268e-05
208,5.788969027648387e-05
209,5.3159526324175375e-05
210,5.5533209360448674e-05
211,5.7617236053716186e-05
212,5.330286309450668e-05
213,6.434163665346112e-05
214,5.5093019757066096e-05
215,5.119029206390002e-05
216,5.8253773190580727e-05
217,5.549220844856342e-05
218,5.1988335148168106e-05
219,5.2322646635174597e-05
220,5.238493128435973e-05
221,5.528803100638755e-05
222,5.517409665099642e-05
223,4.725882125313187e-05
224,5.546750221889853e-05
225,5.1562829540662614e-05
226,5.090233391138662e-05
227,5.334512093557593e-05
228,5.216001593181159e-05
229,5.185765517632793e-05
230,8.366238612268809e-05
231,5.844778298240051e-05
232,5.0576876033788633e-05
233,5.175477488709747e-05
234,5.338153020778871e-05
235,6.617134277194168e-05
236,5.686367285994978e-05
237,5.713577585512941e-05
238,5.8366733783647224e-05
239,5.5095593967350734e-05
240,5.378501809200053e-05
241,4.8271901006200265e-05
242,4.752647127217788e-05
243,5.16659248609623e-05
244,4.876286924755098e-05
245,4.993653380128035e-05
246,4.870797172450573e-05
247,5.412656294174417e-05
248,5.154057978738088e-05
249,4.72316247894428e-05
250,4.830914055324894e-05
251,4.9643056539674844e-05
252,4.810606183821993e-05
253,4.552196292919228e-05
254,5.035198360501066e-05
255,4.718290743927415e-05
256,5.6375710092005515e-05
257,5.405044056711516e-05
258,4.693336659817261e-05
259,4.836171578228066e-05
260,5.615051778518493e-05
261,5.741657897904631e-05
262,5.07472271762109e-05
263,4.495565348033866e-05
264,4.9866123363632515e-05
265,4.717239492153781e-05
266,4.54254541670208e-05
267,4.862406130295959e-05
268,4.5294535569792186e-05
269,5.048479222980945e-05
270,4.6385473233560856e-05
271,4.2761447466333415e-05
272,3.970752915780142e-05
273,4.030943026439834e-05
274,4.7822877762259846e-05
275,4.433954613905946e-05
276,4.302480186308841e-05
277,4.590758676117061e-05
278,4.802093956189709e-05
279,4.612465495339907e-05
280,4.798723149895678e-05
281,4.424124086839198e-05
282,4.3575117426016145e-05
283,4.9435226701887294e-05
284,4.4171278042252146e-05
285,4.155824289249161e-05
286,5.555763355918431e-05
287,4.816464791148055e-05
288,4.892162927907592e-05
289,4.949875232218982e-05
290,4.559564941929893e-05
291,4.277595156240706e-05
292,4.445920022531346e-05
293,4.5923636152544807e-05
294,4.183156917430845e-05
295,4.353571037419667e-05
296,4.136732997641927e-05
297,4.317287230939269e-05
298,4.4713985500601024e-05
299,4.4296821883586244e-05
300,4.113233496556366e-05
301,5.111537285943668e-05
302,4.8028718536385646e-05
303,5.6489031260314e-05
304,3.9092349456081156e-05
305,4.312519510090063e-05
306,4.090150195759038e-05
307,4.1922801716267256e-05
308,4.165108667374646e-05
309,4.710505373701978e-05
310,4.539132937285751e-05
311,5.674763745420127e-05
312,4.580703182095512e-05
313,3.741404624755364e-05
314,4.4811732231431476e-05
315,5.339003141614832e-05
316,3.8918782815782664e-05
317,4.105607003921212e-05
318,4.721890291766913e-05
319,4.6169394901838346e-05
320,6.137001508517969e-05
321,4.0476657649061954e-05
322,3.744296708067064e-05
323,3.8071408388603596e-05
324,3.718171803029065e-05
325,3.835826723099279e-05
326,4.385294855143612e-05
327,7.025976505587223e-05
328,4.2982940646778774e-05
329,4.4850653472965477e-05
330,4.046785154104799e-05
331,4.370664275504176e-05
332,4.074394567920846e-05
333,3.685775155136221e-05
334,4.2516945933959476e-05
335,3.9746169186576094e-05
336,4.130342497047264e-05
337,3.955078644057008e-05
338,3.6962158655761546e-05
339,3.570851986346516e-05
340,4.2237041198150186e-05
341,4.001817552261042e-05
342,3.963296884470129e-05
343,6.563479223993493e-05
344,3.860829019686207e-05
345,3.632451976677326e-05
346,3.9112501126435264e-05
347,4.530073150557557e-05
348,3.956852476235445e-05
349,3.718608294682035e-05
350,3.682606302703679e-05
351,3.611099626446617e-05
352,3.633373187972743e-05
353,3.94928398083891e-05
354,4.353990472356457e-05
355,4.628075950309356e-05
356,3.961509902524554e-05
357,4.14104506039452e-05
358,3.9248208882566735e-05
359,3.7090420527641496e-05
360,3.548767639000524e-05
361,4.441788606193529e-05
362,4.0584849154660246e-05
363,4.760946742511333e-05
364,3.4286789696563055e-05
365,3.6738910933683e-05
366,4.16874760346557e-05
367,5.2200780900504615e-05
368,6.182735231918384e-05
369,3.6065950888440275e-05
370,3.5845311259389844e-05
371,3.7590532663588616e-05
372,3.696543649718517e-05
373,3.3263249771119135e-05
374,3.668807972767173e-05
375,4.154371880504887e-05
376,3.606737354081979e-05
377,3.664239031930683e-05
378,3.7019338440041135e-05
379,3.468871555177263e-05
380,3.551548348618524e-05
381,3.8263210255055855e-05
382,4.607860414161407e-05
383,3.393310288738276e-05
384,3.9676507041636505e-05
385,3.829035486878976e-05
386,3.567344334001808e-05
387,4.495112999647272e-05
388,3.939198390173981e-05
389,4.770585822069279e-05
390,4.148948945661051e-05
391,3.638724353801516e-05
392,3.792530870597689e-05
393,3.939278721950302e-05
394,3.848698866916942e-05
395,3.902158068002287e-05
396,3.5539447573177576e-05
397,4.5798333718877305e-05
398,3.456471951779598e-05
399,3.482491135502111e-05
400,3.34145844977431e-05
401,3.5835280483607794e-05
402,3.33763261139625e-05
403,4.101249987860479e-05
404,7.269409988933798e-05
405,3.918410994282551e-05
406,3.5556233142340235e-05
407,3.1696011310824716e-05
408,3.379424589513074e-05
409,3.2196618752332114e-05
410,3.871862315840217e-05
411,3.252260832028256e-05
412,3.3813900415914676e-05
413,4.222940297140705e-05
414,3.9517266764382395e-05
415,3.346677474654984e-05
416,3.4177318575705226e-05
417,4.03055229200325e-05
418,3.595689160479816e-05
419,3.584175596078198e-05
420,3.472770473643903e-05
421,3.2653330243973255e-05
422,3.4780505622740795e-05
423,3.422111141364259e-05
424,3.276185358127808e-05
425,3.699484611552355e-05
426,5.635379812030213e-05
427,4.558047021043735e-05
428,3.291881421444079e-05
429,3.352909646358644e-05
430,4.4517162575364366e-05
431,3.393992041713242e-05
432,3.0320116892111765e-05
433,4.018253084810827e-05
434,3.755702234256101e-05
435,3.5424136282840744e-05
436,3.8149533132789336e-05
437,3.5740292801909556e-05
438,3.248688035342824e-05
439,3.543393246153276e-05
440,3.196501189072109e-05
441,3.296311650201973e-05
442,3.4670322739085706e-05
443,3.6419172386620086e-05
444,3.5324559951418216e-05
445,3.5855820546981315e-05
446,3.734838676878017e-05
447,3.245129027197562e-05
448,3.629280538377455e-05
449,3.452727418224599e-05
450,3.671601027243244e-05
451,3.562191454281338e-05
452,3.816008993678763e-05
453,3.638020320583303e-05
454,3.615799868293459e-05
455,3.369226110414163e-05
456,3.4052254006803355e-05
457,3.473487087913585e-05
458,3.6282959817143275e-05
459,3.605734758398353e-05
460,3.461347245210122e-05
461,3.655669053761782e-05
462,3.219531011330768e-05
463,3.290906748999231e-05
464,3.90003786971642e-05
465,4.0463156539241736e-05
466,3.131430434100547e-05
467,3.477954419301419e-05
468,3.261474305346299e-05
469,3.1832544237612736e-05
470,3.540618408593366e-05
471,4.631564762727777e-05
472,3.1660645920851336e-05
473,3.000265933774451e-05
474,4.0025141011009846e-05
475,2.994119340643233e-05
476,2.9661516639786073e-05
477,4.204858611457138e-05
478,3.546778997934796e-05
479,3.179821542890065e-05
480,3.323641575420448e-05
481,2.972854450775792e-05
482,3.879819245289763e-05
483,3.181725642232332e-05
484,3.0851371722954657e-05
485,3.450124136135725e-05
486,4.1000027155836384e-05
487,3.635455265294849e-05
488,2.8296917239527514e-05
489,3.878748874861617e-05
490,3.144126387026654e-05
491,3.23317151278601e-05
492,3.3582963407785214e-05
493,3.756984956309512e-05
494,2.937339182580889e-05
495,3.374027466554223e-05
496,5.102842902410628e-05
497,3.2307198263248884e-05
498,3.822638595301323e-05
499,3.588278437518653e-05
500,3.0012771300002714e-05
501,3.19803148058744e-05
502,3.736571252400163e-05
503,4.099565899414952e-05
504,3.729929834352217e-05
505,3.3217804254955186e-05
506,3.151378725926639e-05
507,3.5953619180309956e-05
508,3.309646488627802e-05
509,3.0095599615511495e-05
510,3.0943741876399145e-05
511,2.943902681828278e-05
512,3.167060525438588e-05
513,3.480597166704818e-05
514,3.170635356915124e-05
515,3.745722827785668e-05
516,3.256167443043618e-05
517,3.035485328705882e-05
518,4.195273042964494e-05
519,3.085111063917711e-05
520,3.130354046245282e-05
521,3.5397906079083284e-05
522,3.242753060736602e-05
523,3.306979298460466e-05
524,2.913877831482853e-05
525,3.080929892339892e-05
526,3.412316975695524e-05
527,3.047565075702484e-05
528,4.982979928117381e-05
529,3.950524913925169e-05
530,3.2469426214335e-05
531,2.7361560121394485e-05
532,3.5240617903976535e-05
533,3.111770952254453e-05
534,3.190421889791652e-05
535,2.9783683723703308e-05
536,3.055993766934474e-05
537,2.938516463548268e-05
538,3.0891735070296806e-05
539,2.9439045433525093e-05
540,3.385086827300136e-05
541,3.5989025693955736e-05
542,4.357868008064718e-05
543,2.842589714433876e-05
544,2.7265887351240162e-05
545,3.045544750693682e-05
546,2.7466285731588994e-05
547,3.6257311005684634e-05
548,3.2432713283484025e-05
549,3.311949978994738e-05
550,4.5340384226050576e-05
551,3.151549999666992e-05
552,3.177606687097851e-05
553,2.9409082761091457e-05
554,2.8273606962880488e-05
555,2.9152192272037472e-05
556,3.3729243265440725e-05
557,3.3025432259176325e-05
558,3.1517500534727005e-05
559,2.926155528812823e-05
560,2.6731197042399512e-05
561,3.866885973419946e-05
562,2.8034930491364484e-05
563,3.146957218059482e-05
564,2.770000355167025e-05
565,3.268929211985422e-05
566,3.5815651065878444e-05
567,4.0870518292909865e-05
568,3.229063838138085e-05
569,2.8981208505367244e-05
570,3.1557493045925454e-05
571,3.2717746643653295e-05
572,3.4861689544306233e-05
573,3.204318598531535e-05
574,4.90188927942454e-05
575,2.8601830127218097e-05
576,2.5212747223147298e-05
577,3.0284086941740845e-05
578,2.8733927657266637e-05
579,3.0030388672753018e-05
580,2.8436453375367908e-05
581,2.7990185049677297e-05
582,3.075217241774431e-05
583,2.9077517691624327e-05
584,4.920376788649773e-05
585,4.251860384897398e-05
586,2.9432960000722456e-05
587,3.078635056809608e-05
588,3.0048103831821563e-05
589,3.182577761454588e-05
590,3.207409671027222e-05
591,3.3795709568598666e-05
592,3.052495981669012e-05
593,2.962020573407531e-05
594,2.7411838377145517e-05
595,2.9784474803946344e-05
596,2.8977111515718284e-05
597,3.2856400654702623e-05
598,3.1928322972031474e-05
599,3.313351236856248e-05
600,2.9989339809104456e-05
601,2.8684002071534725e-05
602,2.7494945245735862e-05
603,3.1365560172203364e-05
604,3.0701405619470625e-05
605,2.8240251461120177e-05
606,3.295639795832066e-05
607,3.348574525475863e-05
608,3.1219916900789927e-05
609,2.9718683901311927e-05
610,2.725251041309273e-05
611,9.009722207700997e-05
612,3.0094710705164364e-05
613,2.775174151764407e-05
614,3.336483742943273e-05
615,2.8261019220933424e-05
616,2.6340706930871306e-05
617,2.544885993418505e-05
618,2.8070082587941467e-05
619,2.6655347095836856e-05
620,2.5833774855701627e-05
621,3.104594496112897e-05
622,2.9619947302469373e-05
623,2.683825726169123e-05
624,2.7856806160441275e-05
625,2.636590159421973e-05
626,3.063121852219573e-05
627,2.9282644949016734e-05
628,2.9129520246745926e-05
629,3.1420127279701624e-05
630,3.1014615953678936e-05
631,3.117620842442851e-05
632,2.8893407885994995e-05
633,2.807290720701289e-05
634,2.952620079705653e-05
635,4.1002168101360256e-05
636,2.6174218186012057e-05
637,3.08443349912206e-05
638,3.166130017155722e-05
639,2.8033681952800796e-05
640,3.066947296524963e-05
641,3.008749221460468e-05
642,3.203688540885131e-05
643,2.8005190194764015e-05
644,3.020417977684431e-05
645,2.766264027831346e-05
646,2.8037368780355648e-05
647,2.828217760559352e-05
648,2.9630457598386472e-05
649,6.301431731842784e-05
650,2.5158286928107957e-05
651,2.893136428751002e-05
652,2.895994515726221e-05
653,2.7451326670486223e-05
654,2.7909936078657086e-05
655,2.9734732984934142e-05
656,2.710650892586923e-05
657,2.7525322739078285e-05
658,3.0706062209825264e-05
659,2.7688938088677766e-05
660,2.836516880447255e-05
661,3.47594906930428e-05
662,2.8941251545778747e-05
663,2.5481149245439766e-05
664,3.1840556850906674e-05
665,2.853251094559971e-05
666,2.7928730985582094e-05
667,2.6808998817135196e-05
668,4.032685277008988e-05
669,3.9403642282718434e-05
670,2.8466818996489257e-05
671,2.5911056839828467e-05
672,2.824160187935378e-05
673,2.427879424723752e-05
674,2.87708323226114e-05
675,2.849109417320443e-05
676,2.740935739069332e-05
677,3.242133626038355e-05
678,2.7548502981752424e-05
679,2.8274953385342316e-05
680,2.761704206211746e-05
681,2.6787525537136195e-05
682,3.0248507910586306e-05
683,3.676459662033536e-05
684,2.5915500565888065e-05
685,2.7762805939784293e-05
686,2.9840854190353547e-05
687,2.9970861701577412e-05
688,2.629324998773434e-05
689,2.948226556377468e-05
690,3.931154736714099e-05
691,3.1725239362995216e-05
692,2.7340646919992462e-05
693,4.382334104356416e-05
694,5.694677340586307e-05
695,2.7334073487611744e-05
696,2.5552740321053716e-05
697,2.3531989683743397e-05
698,2.4295664545777287e-05
699,2.513866075303372e-05
700,2.776171513912771e-05
701,2.989774985449322e-05
702,3.35076662113189e-05
703,2.5977724357742715e-05
704,3.068989200953172e-05
705,2.738332601473771e-05
706,2.8067443278102776e-05
707,3.0935730681766815e-05
708,2.5456190954384932e-05
709,2.6449155682104446e-05
710,2.897364053615155e-05
711,2.4928449627928445e-05
712,3.168339249343282e-05
713,2.6403095660278186e-05
714,2.7581686890510968e-05
715,2.7442379071618376e-05
716,2.461817005094835e-05
717,2.9181353503244415e-05
718,2.5532876684043688e-05
719,2.8236830444963896e-05
720,2.8111510209219904e-05
721,2.843929985859188e-05
722,2.7320740002544054e-05
723,2.8026208552268722e-05
724,2.9341004862095534e-05
725,3.3464764783275314e-05
726,4.884214531194721e-05
727,2.965046598892188e-05
728,2.6357464304447183e-05
729,3.270461259688734e-05
730,2.6589625760164442e-05
731,2.4624645429291617e-05
732,2.4096621825454078e-05
733,3.143879132197358e-05
734,3.254393240812179e-05
735,3.0469544264478313e-05
736,3.1778010947804674e-05
737,3.420970268207897e-05
738,2.594118387809621e-05
739,2.696220155580285e-05
740,3.1795838632760346e-05
741,2.6398629440800792e-05
742,2.8228970231456162e-05
743,2.936709620840537e-05
744,2.5480395403187504e-05
745,2.7591913609232714e-05
746,2.6832493827543754e-05
747,2.4603853003031278e-05
748,2.5241559612469626e-05
749,2.6749589970180678e-05
750,3.395952012553552e-05
751,3.153446546575263e-05
752,2.8991643071776396e-05
753,2.851744852236317e-05
754,3.374470757774735e-05
755,2.8584394350660257e-05
756,2.692739684491814e-05
757,2.6481316550689245e-05
758,2.8588728099169326e-05
759,3.558516126642714e-05
760,4.143732527414711e-05
761,2.6709270701430447e-05
762,2.536690417062901e-05
763,2.8914501845403163e-05
764,2.5890339448757566e-05
765,2.702841226718013e-05
766,2.5911877331653954e-05
767,2.4673199456980472e-05
768,2.5015054370606982e-05
769,2.6127618792543843e-05
770,2.4986815809890255e-05
771,2.5471883638684434e-05
772,2.7835178226310192e-05
773,2.517456316272328e-05
774,2.4850400858451428e-05
775,2.775843906665251e-05
776,3.146388876696881e-05
777,2.774970484499969e-05
778,2.455771346859944e-05
779,2.5650403522239406e-05
780,2.6626443286659196e-05
781,2.5928207835705534e-05
782,2.650622825359732e-05
783,4.623663625961741e-05
784,2.9123743501699374e-05
785,2.9688058922826627e-05
786,2.6220521934904052e-05
787,2.6733263692089346e-05
788,3.164486033798572e-05
789,3.824761554848132e-05
790,2.8098367105037657e-05
791,2.382786354395363e-05
792,2.3158385264609577e-05
793,2.643459197972466e-05
794,2.370088158382599e-05
795,2.633156567593627e-05
796,2.4822089561928024e-05
797,2.4308417538032667e-05
798,2.7835957336752258e-05
799,2.5976966489694096e-05
800,2.5006237585100195e-05
801,2.550421727122979e-05
802,3.380531992013387e-05
803,2.7678347552058918e-05
804,2.272048359210369e-05
805,2.3622673247444273e-05
806,2.7146969178808484e-05
807,3.0119441907777306e-05
808,2.624649687339821e-05
809,2.6241985311794308e-05
810,2.9040126125100855e-05
811,2.6041910408811415e-05
812,2.8080295678003957e-05
813,2.6065346063118705e-05
814,2.5831840709506752e-05
815,2.4755601323309145e-05
816,2.6448748353580488e-05
817,3.245173170592539e-05
818,2.6653375961856072e-05
819,2.693969915565177e-05
820,2.527186509559949e-05
821,2.8447851295579108e-05
822,2.4222985035193793e-05
823,2.5410710679760465e-05
824,2.7710424942290954e-05
825,3.729623993176937e-05
826,2.4465017453336608e-05
827,2.3698582521334635e-05
828,2.3786746630835604e-05
829,2.2363849967546625e-05
830,3.147948802476992e-05
831,3.699844299567872e-05
832,2.7771919932396714e-05
833,2.671444318170001e-05
834,2.6922300792228114e-05
835,3.8963343467412226e-05
836,2.3804288402933467e-05
837,2.6156800824532635e-05
838,2.4846188859632007e-05
839,2.4656089789943803e-05
840,2.4289260119279978e-05
841,2.2309235691426302e-05
842,2.4507912018260613e-05
843,2.4981226174300473e-05
844,2.539908894628912e-05
845,2.7273316389197794e-05
846,2.3029439955625678e-05
847,2.5013322269848576e-05
848,3.586658841129754e-05
849,4.313481710197457e-05
850,2.9005228378037355e-05
851,2.223030438682223e-05
852,2.3742699873737127e-05
853,2.5357777432580523e-05
854,2.5331120785898073e-05
855,2.2408085798210096e-05
856,2.5058356721929857e-05
857,5.82070016261375e-05
858,2.4366593899567946e-05
859,2.4161465214756754e-05
860,2.6339857047479765e-05
861,2.215530662303387e-05
862,2.6250926200167547e-05
863,2.461526551143741e-05
864,2.2674902551220982e-05
865,2.5405037012865156e-05
866,2.3361805088941696e-05
867,2.3499862191237208e-05
868,2.4855406949980514e-05
869,2.4507250205112543e-05
870,2.791995208734772e-05
871,2.7592209260064056e-05
872,2.3717494978260555e-05
873,2.737923583441428e-05
874,2.281757463355026e-05
875,2.4688253348230952e-05
876,2.4659018785729742e-05
877,2.4193845651876084e-05
878,2.6504176596183287e-05
879,2.3555493299948454e-05
880,3.4622245220316283e-05
881,6.351702193211716e-05
882,2.3998954940001684e-05
883,2.211267926940468e-05
884,2.199929550609289e-05
885,2.340249956241265e-05
886,2.608650503075615e-05
887,2.1739092126917118e-05
888,2.3293613804604917e-05
889,2.4016012244163198e-05
890,2.3032540299212613e-05
891,3.791235189933661e-05
892,2.777462493227295e-05
893,3.375207575086835e-05
894,2.759335009794153e-05
895,2.3935998075401013e-05
896,2.4042026962729607e-05
897,2.2603200896313792e-05
898,2.2727126839149235e-05
899,2.537511027985902e-05
900,2.4998016594935553e-05
901,2.3908185154451645e-05
902,2.422546667217865e-05
903,2.688021016807745e-05
904,2.4358036959324605e-05
905,2.5851182729412385e-05
906,2.4196744726912666e-05
907,2.7525211910831203e-05
908,2.395884748718809e-05
909,2.682204452406777e-05
910,2.60515852756723e-05
911,2.5899912967633883e-05
912,2.3967797556829027e-05
913,2.337542598184129e-05
914,2.649395746617524e-05
915,2.5617563480041644e-05
916,2.4674353264227378e-05
917,2.3982895596728782e-05
918,2.3396861060560768e-05
919,3.007641083107633e-05
920,2.8385181065677297e-05
921,3.0987330081781684e-05
922,2.5789313256426952e-05
923,2.415834943853345e-05
924,2.8173917426264612e-05
925,2.6199981746428098e-05
926,2.3921727332899197e-05
927,2.1970794387891928e-05
928,3.0391130453602382e-05
929,2.4215516168373957e-05
930,2.344048827163149e-05
931,2.2867769762486374e-05
932,2.3032669084663202e-05
933,2.48532198028764e-05
934,2.2426281154217863e-05
935,2.506282978075737e-05
936,2.301395043017432e-05
937,3.1374387009690796e-05
938,2.30552472693673e-05
939,3.059911730745599e-05
940,2.1890257045751063e-05
941,3.0400180926704503e-05
942,2.1770522048246266e-05
943,2.3943060921017333e-05
944,2.4177784249417105e-05
945,2.8385388995932308e-05
946,2.590227162392113e-05
947,2.6598456693505592e-05
948,2.8627977184144246e-05
949,2.5723791525442508e-05
950,2.406150399818709e-05
951,2.2696902258513e-05
952,2.2042280168539495e-05
953,2.169778017910307e-05
954,2.2277574569538225e-05
955,2.354237274923317e-05
956,2.4589779339399267e-05
957,2.4017182038250258e-05
958,2.252604481152437e-05
959,2.5007168115776396e-05
960,2.8393654766513524e-05
961,2.260656788948561e-05
962,2.282188058930239e-05
963,2.4731052342400838e-05
964,2.4120038982115346e-05
965,2.587504010778082e-05
966,2.4344873619823512e-05
967,2.203159646188225e-05
968,2.2607642394299023e-05
969,2.7216603492209373e-05
970,2.290516365466411e-05
971,2.5911352339285867e-05
972,3.071478565515434e-05
973,2.7352631190311974e-05
974,2.2661352546365103e-05
975,2.6589453928217025e-05
976,2.6546094608998363e-05
977,2.3221354179076773e-05
978,3.1628952266075065e-05
979,2.35916310648488e-05
980,2.433618611016886e-05
981,2.3695732213729227e-05
982,2.3361775126908533e-05
983,2.171169632375724e-05
984,2.1127889137611817e-05
985,2.2868245863571874e-05
986,2.2167427355089375e-05
987,2.4096439170895018e-05
988,2.6915750033412696e-05
989,2.6775954852964438e-05
990,2.3050128932180543e-05
991,2.5407874184714897e-05
992,2.916145530043162e-05
993,2.5252873699037145e-05
994,2.403460640421501e-05
995,2.30441846261837e-05
996,2.314348515928028e-05
997,2.193581535927442e-05
998,2.2527808953518402e-05
999,2.3842823575851295e-05
